rank,cluster_id,representative_pic_id,pic_ids,pic_count,total_likes,post_likes,comment_likes,post_like_source_count,comment_source_count,core_total_likes,core_post_likes,core_comment_likes,core_source_count,volume_source_count,source_note_count,width,height,large_url,url,sample_note_url,sample_text,source_keywords,top_evidence,representative_local_path,image_name
46,vc0046,006fXe6Ogw1f6fqlqqhkfj30rs15otld,006fXe6Ogw1f6fqlqqhkfj30rs15otld,1,223,223,0,1,0,223,223,0,1,0,1,1000,1500,https://ww2.sinaimg.cn/mw2000/006fXe6Ogw1f6fqlqqhkfj30rs15otld.jpg,https://ww2.sinaimg.cn/orj360/006fXe6Ogw1f6fqlqqhkfj30rs15otld.jpg,https://m.weibo.cn/detail/4004143225918745,#SNH48黄婷婷# 160730 SNH48 第三届总选演唱会 返图9P @SNH48-黄婷婷,黄婷婷 总选 返图,[post_ref_p9 223 strong_image_keyword] #SNH48黄婷婷# 160730 SNH48 第三届总选演唱会 返图9P @SNH48-黄婷婷 https://m.weibo.cn/detail/4004143225918745,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/006fXe6Ogw1f6fqlqqhkfj30rs15otld.jpg,top23_vc0046_006fXe6Ogw1f6fqlqqhkfj30rs15otld.jpg
47,vc0047,006Q5y4Vly1ftvn0iaz6xj30l0121don,006Q5y4Vly1ftvn0iaz6xj30l0121don,1,218,218,0,2,0,218,218,0,2,0,2,756,1369,https://wx1.sinaimg.cn/mw2000/006Q5y4Vly1ftvn0iaz6xj30l0121don.jpg,https://wx1.sinaimg.cn/orj360/006Q5y4Vly1ftvn0iaz6xj30l0121don.jpg,https://m.weibo.cn/detail/4268670399707748,"黄婷婷#五载涅槃,浴火为黄# 修图9P 手机壁纸/头像/微博背景 是可爱的黄婷婷！@SNH48-黄婷婷 图—禁止二改/转发注明 （原图:@HTTimes-黄婷婷个站 ）",黄婷婷 壁纸,"[post_ref_p9 188 strong_image_keyword] 黄婷婷#五载涅槃,浴火为黄# 修图9P 手机壁纸/头像/微博背景 是可爱的黄婷婷！@SNH48-黄婷婷 图—禁止二改/转发注明 （原图:@HTTimes-黄婷婷个站 ） https://m.weibo.cn/detail/4268670399707748 || [post_ref_p9 30 strong_image_keyword] 黄婷婷 敲可爱！！ 黄婷婷#五载涅槃,浴火为黄# 修图9P 手机壁纸/头像/微博背景 是可爱的黄婷婷！@SNH48-黄婷婷 图—禁止二改/转发注明 （原图:@HTTimes-黄婷婷个站 ） https://m.weibo.cn/detail/4268673311428340",data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/015_006Q5y4Vly1ftvn0iaz6xj30l0121don.jpg,top24_vc0047_006Q5y4Vly1ftvn0iaz6xj30l0121don.jpg
48,vc0048,00654gxwly1fnjjmne79wj33402c0e82,00654gxwly1fnjjmne79wj33402c0e82,1,208,208,0,1,0,208,208,0,1,0,1,2048,1536,https://wx2.sinaimg.cn/mw2000/00654gxwly1fnjjmne79wj33402c0e82.jpg,https://wx2.sinaimg.cn/orj360/00654gxwly1fnjjmne79wj33402c0e82.jpg,https://m.weibo.cn/detail/4197171845382806,#黄婷婷# / #黄婷婷小资风尚盛典# 捕捉到一只小可爱婷 图源见水印,,[single_image_post 208 strong_image_keyword] #黄婷婷# / #黄婷婷小资风尚盛典# 捕捉到一只小可爱婷 图源见水印 https://m.weibo.cn/detail/4197171845382806,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_90k_author_filtered/cluster_source_images/00654gxwly1fnjjmne79wj33402c0e82.jpg,top25_vc0048_00654gxwly1fnjjmne79wj33402c0e82.jpg
50,vc0050,006fXe6Ogw1f6i21j5a89j30rs15o7cy,006fXe6Ogw1f6i21j5a89j30rs15o7cy,1,203,203,0,2,0,203,203,0,2,0,2,1000,1500,https://ww3.sinaimg.cn/mw2000/006fXe6Ogw1f6i21j5a89j30rs15o7cy.jpg,https://ww3.sinaimg.cn/orj360/006fXe6Ogw1f6i21j5a89j30rs15o7cy.jpg,https://m.weibo.cn/detail/4004880584753511,#SNH48黄婷婷# #笑颜一番黄婷婷# 这次总选的返图都太美啦~手机内存要受不了了…… #黄婷婷# #SNH48黄婷婷# 160730 SNH48 第三届总选演唱会 返图9P @SNH48-黄婷婷,黄婷婷 总选 返图,[post_ref_p9 203 strong_image_keyword] #黄婷婷# #SNH48黄婷婷# 160730 SNH48 第三届总选演唱会 返图9P @SNH48-黄婷婷 https://m.weibo.cn/detail/4004869750950222 || [post_ref_p9 0 strong_image_keyword] #SNH48黄婷婷# #笑颜一番黄婷婷# 这次总选的返图都太美啦~手机内存要受不了了…… #黄婷婷# #SNH48黄婷婷# 160730 SNH48 第三届总选演唱会 返图9P @SNH48-黄婷婷 https://m.weibo.cn/detail/4004880584753511,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/006fXe6Ogw1f6i21j5a89j30rs15o7cy.jpg,top26_vc0050_006fXe6Ogw1f6i21j5a89j30rs15o7cy.jpg
599,vc0599,0066n9crly1fvqarn2c38j30qo13qwh5,0066n9crly1fvqarn2c38j30qo13qwh5 006NBHbzly1fubduma6h5j30j60skjyx,2,196,196,0,2,0,10,10,0,1,1,2,960,1430,https://wx4.sinaimg.cn/mw2000/0066n9crly1fvqarn2c38j30qo13qwh5.jpg,https://wx4.sinaimg.cn/orj360/0066n9crly1fvqarn2c38j30qo13qwh5.jpg,https://m.weibo.cn/detail/4289564346187585,黄婷婷@SNH48-黄婷婷 新剧宣了，不管阵容如何，从此刻起，黄推 一不毒自家饼，只需期待婷婷新一段旅程，期待她多累积经验，期待作品成品； 二做好今天空评，谁带别家偶像出场，替别家偶像心疼，就交给谁家领人，不模糊宣传重点； 三尊重自家偶像合作艺人，别人踩是别人的事，你跟着踩，最后 ...全文,黄婷婷 壁纸 | 黄婷婷 新剧,[single_image_post 186 single_image_context_volume] 黄婷婷@SNH48-黄婷婷 新剧宣了，不管阵容如何，从此刻起，黄推 一不毒自家饼，只需期待婷婷新一段旅程，期待她多累积经验，期待作品成品； 二做好今天空评，谁带别家偶像出场，替别家偶像心疼，就交给谁家领人，不模糊宣传重点； 三尊重自家偶像合作艺人，别人踩是别人的事，你跟着踩，最后 ...全文 https://m.weibo.cn/detail/4289564346187585 || [single_image_post 10 strong_image_keyword] #黄婷婷0908生日快乐# #节奏大师黄小推# 【今日MC】 【分享你的壁纸】 愿你星途璀璨@SNH48-黄婷婷 https://m.weibo.cn/detail/4273605003312832,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/0066n9crly1fvqarn2c38j30qo13qwh5.jpg,top27_vc0599_0066n9crly1fvqarn2c38j30qo13qwh5.jpg
51,vc0051,7dc395c8ly1fbwgqbtmfuj20rs15o7g8,7dc395c8ly1fbwgqbtmfuj20rs15o7g8,1,195,195,0,4,0,195,195,0,4,0,4,1000,1500,https://wx2.sinaimg.cn/mw2000/7dc395c8ly1fbwgqbtmfuj20rs15o7g8.jpg,https://wx2.sinaimg.cn/orj360/7dc395c8ly1fbwgqbtmfuj20rs15o7g8.jpg,https://m.weibo.cn/detail/4065909000296482,#黄婷婷# 这组机场图好看到哭泣 #黄婷婷逆袭之星途璀璨##黄婷婷十三亿分之你##SNH48黄婷婷# 貌似是最后的库存。 还想再说一次 感谢相遇。 【170111 北京首都机场 送机返图2p】,黄婷婷 机场 返图 | 黄婷婷 机场图,[post_ref_p2 191 strong_image_keyword] #黄婷婷逆袭之星途璀璨##黄婷婷十三亿分之你##SNH48黄婷婷# 貌似是最后的库存。 还想再说一次 感谢相遇。 【170111 北京首都机场 送机返图2p】 https://m.weibo.cn/detail/4065808202532531 || [post_ref_p2 4 strong_image_keyword] 我滴宝宝啊 #黄婷婷逆袭之星途璀璨##黄婷婷十三亿分之你##SNH48黄婷婷# 貌似是最后的库存。 还想再说一次 感谢相遇。 【170111 北京首都机场 送机返图2p】 https://m.weibo.cn/detail/4065808990399940 || [post_ref_p2 0 strong_image_keyword] #黄婷婷# 这组机场图好看到哭泣 #黄婷婷逆袭之星途璀璨##黄婷婷十三亿分之你##SNH48黄婷婷# 貌似是最后的库存。 还想再说一次 感谢相遇。 【170111 北京首都机场 送机返图2p】 https://m.weibo.cn/detail/4065909000296482 || [post_ref_p2 0 strong_image_keyword] 我真的困到不能打字但是您为何要美的我不能入眠//@黄婷婷的杂货铺:#SNH48黄婷婷# #黄婷婷逆袭之星途璀璨# 睡前转发仙女 #黄婷婷逆袭之星途璀璨##黄婷婷十三亿分之你##SNH48黄婷婷# 貌似是最后的库存。 还想再说一次 感谢相遇。 【170111 北京首都机场 送机返图2p】 https://m.weibo.cn/detail/4065810488634147,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/7dc395c8ly1fbwgqbtmfuj20rs15o7g8.jpg,top28_vc0051_7dc395c8ly1fbwgqbtmfuj20rs15o7g8.jpg
870,vc0870,006tOHMBly1fmthzxme5pj32ds1sg7wi,006tOHMBly1fmthzxme5pj32ds1sg7wi,1,192,192,0,4,0,2,2,0,3,1,4,2048,1538,https://wx1.sinaimg.cn/mw2000/006tOHMBly1fmthzxme5pj32ds1sg7wi.jpg,https://wx1.sinaimg.cn/orj360/006tOHMBly1fmthzxme5pj32ds1sg7wi.jpg,https://m.weibo.cn/detail/4189016897464833,我老公说了 脸在这 怎么拍都好看//@奶黄小直男的饲主小恐龙:我就悄悄的排一句，你能换美图吗？【不换也没关系！！！//@甄心_100:黄婷婷听不见//@羊驼烧酒JOooo:晃停停！！老妈子小声求求你！！！换个手机自拍！！！啊！！！！ #黄婷婷# ✨#初心不改黄婷婷# 捕捉婷婷,黄婷婷 美图,[single_image_post 190 single_image_context_volume] #黄婷婷# ✨#初心不改黄婷婷# 捕捉婷婷 https://m.weibo.cn/detail/4189007677967554 || [single_image_post 1 strong_image_keyword] 我就悄悄的排一句，你能换美图吗？【不换也没关系！！！//@甄心_100:黄婷婷听不见//@羊驼烧酒JOooo:晃停停！！老妈子小声求求你！！！换个手机自拍！！！啊！！！！ #黄婷婷# ✨#初心不改黄婷婷# 捕捉婷婷 https://m.weibo.cn/detail/4189009582169844 || [single_image_post 1 strong_image_keyword] 黄婷婷！放弃iPhone自拍！求你了！画质完全没发跟美图比 #黄婷婷# ✨#初心不改黄婷婷# 捕捉婷婷 https://m.weibo.cn/detail/4189008323733278 || [single_image_post 0 strong_image_keyword] 我老公说了 脸在这 怎么拍都好看//@奶黄小直男的饲主小恐龙:我就悄悄的排一句，你能换美图吗？【不换也没关系！！！//@甄心_100:黄婷婷听不见//@羊驼烧酒JOooo:晃停停！！老妈子小声求求你！！！换个手机自拍！！！啊！！！！ #黄婷婷# ✨#初心不改黄婷婷# 捕捉婷婷 https://m.weibo.cn/detail/4189016897464833,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/006tOHMBly1fmthzxme5pj32ds1sg7wi.jpg,top29_vc0870_006tOHMBly1fmthzxme5pj32ds1sg7wi.jpg
53,vc0053,006fXe6Ogy1fbuuavrxujj30rs15owox,006fXe6Ogy1fbuuavrxujj30rs15owox,1,191,191,0,1,0,191,191,0,1,0,1,1000,1500,https://wx3.sinaimg.cn/mw2000/006fXe6Ogy1fbuuavrxujj30rs15owox.jpg,https://wx3.sinaimg.cn/orj360/006fXe6Ogy1fbuuavrxujj30rs15owox.jpg,https://m.weibo.cn/detail/4065299453810503,#SNH48黄婷婷# #黄婷婷逆袭之星途璀璨# 170116 微博之夜 红毯 返图9P @SNH48-黄婷婷 站内网页链接,黄婷婷 红毯,[post_ref_p9 191 strong_image_keyword] #SNH48黄婷婷# #黄婷婷逆袭之星途璀璨# 170116 微博之夜 红毯 返图9P @SNH48-黄婷婷 站内网页链接 https://m.weibo.cn/detail/4065299453810503,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/013_006fXe6Ogy1fbuuavrxujj30rs15owox.jpg,top30_vc0053_006fXe6Ogy1fbuuavrxujj30rs15owox.jpg
58,vc0058,006w24jhgy1fvz4mx4mtdj30pt0hs43v,006w24jhgy1fvz4mx4mtdj30pt0hs43v,1,182,182,0,1,0,182,182,0,1,0,1,929,640,https://wx1.sinaimg.cn/mw2000/006w24jhgy1fvz4mx4mtdj30pt0hs43v.jpg,https://wx1.sinaimg.cn/orj360/006w24jhgy1fvz4mx4mtdj30pt0hs43v.jpg,https://m.weibo.cn/detail/4292340271389106,黄婷婷🤓#黄婷婷魔女的诗篇# 图一：上世纪伦敦大浩劫中在泰晤士河畔被抓拍到的一位神秘东方女子 图二：婷学考古小分队历经数日对这张照片进行修补和重上色 图三：神秘女子真实身份确认 据婷学研究大队负责人推测，本应该是生活在21世纪的黄婷婷，可能是在某次使用瞬移能力时，不小心误入到 ...全文,,[post_ref_p1 182 explicit_image_visual_or_memory] 黄婷婷🤓#黄婷婷魔女的诗篇# 图一：上世纪伦敦大浩劫中在泰晤士河畔被抓拍到的一位神秘东方女子 图二：婷学考古小分队历经数日对这张照片进行修补和重上色 图三：神秘女子真实身份确认 据婷学研究大队负责人推测，本应该是生活在21世纪的黄婷婷，可能是在某次使用瞬移能力时，不小心误入到 ...全文 https://m.weibo.cn/detail/4292340271389106,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_90k_author_filtered/cluster_source_images/006w24jhgy1fvz4mx4mtdj30pt0hs43v.jpg,top31_vc0058_006w24jhgy1fvz4mx4mtdj30pt0hs43v.jpg
59,vc0059,006jCwZAly1g7wgj55z2pj30u00u0tco,006jCwZAly1g7wgj55z2pj30u00u0tco,1,181,181,0,3,0,181,181,0,3,0,3,1080,1080,https://wx4.sinaimg.cn/mw2000/006jCwZAly1g7wgj55z2pj30u00u0tco.jpg,https://wx4.sinaimg.cn/orj360/006jCwZAly1g7wgj55z2pj30u00u0tco.jpg,https://m.weibo.cn/detail/4426909028833832,黄婷婷 我：婷婷，你酷一点 TT:好 拍完之后，说了谢谢，然后婷婷给我很甜的说了声拜拜 啊，我死了，终于和你有了第一张合照，外地粉丝不容易呀,,[single_image_post 180 strong_image_keyword] 黄婷婷 我：婷婷，你酷一点 TT:好 拍完之后，说了谢谢，然后婷婷给我很甜的说了声拜拜 啊，我死了，终于和你有了第一张合照，外地粉丝不容易呀 https://m.weibo.cn/detail/4426909028833832 || [single_image_post 1 strong_image_keyword] //@回憶國度的影子:@HTT-Notebook 酷girl 黄婷婷 我：婷婷，你酷一点 TT:好 拍完之后，说了谢谢，然后婷婷给我很甜的说了声拜拜 啊，我死了，终于和你有了第一张合照，外地粉丝不容易呀 https://m.weibo.cn/detail/4426924745189373 || [single_image_post 0 strong_image_keyword] 姐姐 黄婷婷 我：婷婷，你酷一点 TT:好 拍完之后，说了谢谢，然后婷婷给我很甜的说了声拜拜 啊，我死了，终于和你有了第一张合照，外地粉丝不容易呀 https://m.weibo.cn/detail/4427000112800892,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/017_006jCwZAly1g7wgj55z2pj30u00u0tco.jpg,top32_vc0059_006jCwZAly1g7wgj55z2pj30u00u0tco.jpg
60,vc0060,005ZoC1zgy1fyke0d304mj30lg0t77mw,005ZoC1zgy1fyke0d304mj30lg0t77mw,1,181,181,0,1,0,181,181,0,1,0,1,772,1051,https://wx4.sinaimg.cn/mw2000/005ZoC1zgy1fyke0d304mj30lg0t77mw.jpg,https://wx4.sinaimg.cn/orj360/005ZoC1zgy1fyke0d304mj30lg0t77mw.jpg,https://m.weibo.cn/detail/4321561668025925,黄婷婷 #黄婷婷小夜曲# 20181226 小夜曲国内戏份杀青返图 想了想还是把这张单独放出来 小可爱是要被人左右挽着的 黄·被女孩子们挽住也要一脸正义我不能笑·踢踢,黄婷婷 返图,[single_image_post 181 strong_image_keyword] 黄婷婷 #黄婷婷小夜曲# 20181226 小夜曲国内戏份杀青返图 想了想还是把这张单独放出来 小可爱是要被人左右挽着的 黄·被女孩子们挽住也要一脸正义我不能笑·踢踢 https://m.weibo.cn/detail/4321561668025925,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/005ZoC1zgy1fyke0d304mj30lg0t77mw.jpg,top33_vc0060_005ZoC1zgy1fyke0d304mj30lg0t77mw.jpg
61,vc0061,006fXe6Ogw1f8vj33k19hj315o0rsah5,006fXe6Ogw1f8vj33k19hj315o0rsah5,1,180,180,0,1,0,180,180,0,1,0,1,1500,1000,https://ww1.sinaimg.cn/mw2000/006fXe6Ogw1f8vj33k19hj315o0rsah5.jpg,https://ww1.sinaimg.cn/orj360/006fXe6Ogw1f8vj33k19hj315o0rsah5.jpg,https://m.weibo.cn/detail/4031661925060645,#SNH48黄婷婷# #笑颜一番黄婷婷# 161015 冷餐会 返图9P @SNH48-黄婷婷 站内 网页链接,黄婷婷 返图,[post_ref_p9 180 strong_image_keyword] #SNH48黄婷婷# #笑颜一番黄婷婷# 161015 冷餐会 返图9P @SNH48-黄婷婷 站内 网页链接 https://m.weibo.cn/detail/4031661925060645,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/006fXe6Ogw1f8vj33k19hj315o0rsah5.jpg,top34_vc0061_006fXe6Ogw1f8vj33k19hj315o0rsah5.jpg
62,vc0062,005URZvXgy1foyv9octjkj32b13gg7wi,005URZvXgy1foyv9octjkj32b13gg7wi,1,179,179,0,1,0,179,179,0,1,0,1,2048,3069,https://wx1.sinaimg.cn/mw2000/005URZvXgy1foyv9octjkj32b13gg7wi.jpg,https://wx1.sinaimg.cn/orj360/005URZvXgy1foyv9octjkj32b13gg7wi.jpg,https://m.weibo.cn/detail/4213259576285956,#黄婷婷##SNH48年度金曲大赏# 人鱼【返图3】20180203 @SNH48-黄婷婷,黄婷婷 返图,[post_ref_p3 179 strong_image_keyword] #黄婷婷##SNH48年度金曲大赏# 人鱼【返图3】20180203 @SNH48-黄婷婷 https://m.weibo.cn/detail/4213259576285956,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/018_005URZvXgy1foyv9octjkj32b13gg7wi.jpg,top35_vc0062_005URZvXgy1foyv9octjkj32b13gg7wi.jpg
63,vc0063,b2b2e57dgy1fir3odmgwoj21701shu0z,b2b2e57dgy1fir3odmgwoj21701shu0z,1,172,172,0,2,0,172,172,0,2,0,2,1548,2321,https://wx2.sinaimg.cn/mw2000/b2b2e57dgy1fir3odmgwoj21701shu0z.jpg,https://wx2.sinaimg.cn/orj360/b2b2e57dgy1fir3odmgwoj21701shu0z.jpg,https://m.weibo.cn/detail/4143452922562362,#黄婷婷0908生日快乐# #OnlyYou黄婷婷# 170820 饭拍高清9p@SNH48-黄婷婷 #黄婷婷0908生日快乐##笑颜一番黄婷婷# 20170820梦幻西游手游外务 笑颜 图1：纵情大笑 图2：挠头呆笑 图3：尴尬而不失礼貌的微笑 图4至图6：笑到快过呼吸🙈 图7至图9：笑到可爱 婷婷的笑颜是世上最可贵的宝藏了吧@SNH48-黄婷婷,黄婷婷 笑颜一番 | 黄婷婷 饭拍,[post_ref_p1 172 explicit_image_visual_or_memory] #黄婷婷0908生日快乐##笑颜一番黄婷婷# 20170820梦幻西游手游外务 笑颜 图1：纵情大笑 图2：挠头呆笑 图3：尴尬而不失礼貌的微笑 图4至图6：笑到快过呼吸🙈 图7至图9：笑到可爱 婷婷的笑颜是世上最可贵的宝藏了吧@SNH48-黄婷婷 https://m.weibo.cn/detail/4143120733776769 || [post_ref_p1 0 strong_image_keyword] #黄婷婷0908生日快乐# #OnlyYou黄婷婷# 170820 饭拍高清9p@SNH48-黄婷婷 #黄婷婷0908生日快乐##笑颜一番黄婷婷# 20170820梦幻西游手游外务 笑颜 图1：纵情大笑 图2：挠头呆笑 图3：尴尬而不失礼貌的微笑 图4至图6：笑到快过呼吸🙈 图7至图9：笑到可爱 婷婷的笑颜是世上最可贵的宝藏了吧@SNH48-黄婷婷 https://m.weibo.cn/detail/4143452922562362,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/b2b2e57dgy1fir3odmgwoj21701shu0z.jpg,top36_vc0063_b2b2e57dgy1fir3odmgwoj21701shu0z.jpg
64,vc0064,006fXe6Ogw1f6pl26anoij30rs15o4qp,006fXe6Ogw1f6pl26anoij30rs15o4qp,1,170,170,0,1,0,170,170,0,1,0,1,1000,1500,https://ww1.sinaimg.cn/mw2000/006fXe6Ogw1f6pl26anoij30rs15o4qp.jpg,https://ww1.sinaimg.cn/orj360/006fXe6Ogw1f6pl26anoij30rs15o4qp.jpg,https://m.weibo.cn/detail/4007229638201620,#SNH48黄婷婷# 160807 北京机场 返图9P@SNH48-黄婷婷,黄婷婷 机场 返图,[post_ref_p9 170 strong_image_keyword] #SNH48黄婷婷# 160807 北京机场 返图9P@SNH48-黄婷婷 https://m.weibo.cn/detail/4007229638201620,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/006fXe6Ogw1f6pl26anoij30rs15o4qp.jpg,top37_vc0064_006fXe6Ogw1f6pl26anoij30rs15o4qp.jpg
65,vc0065,0069cpqHgw1f8ijrptep2j30lp0vw7wh,0069cpqHgw1f8ijrptep2j30lp0vw7wh,1,170,170,0,1,0,170,170,0,1,0,1,781,1148,https://ww1.sinaimg.cn/mw2000/0069cpqHgw1f8ijrptep2j30lp0vw7wh.jpg,https://ww1.sinaimg.cn/orj360/0069cpqHgw1f8ijrptep2j30lp0vw7wh.jpg,https://m.weibo.cn/detail/4027593055550665,#SNH48黄婷婷##全家好拍档# 20160919 全家好拍档 外务返图 @SNH48-黄婷婷,黄婷婷 返图,[single_image_post 170 strong_image_keyword] #SNH48黄婷婷##全家好拍档# 20160919 全家好拍档 外务返图 @SNH48-黄婷婷 https://m.weibo.cn/detail/4027593055550665,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/0069cpqHgw1f8ijrptep2j30lp0vw7wh.jpg,top38_vc0065_0069cpqHgw1f8ijrptep2j30lp0vw7wh.jpg
66,vc0066,006fXe6Ogw1fbo667m940j315o0rsq94,006fXe6Ogw1fbo667m940j315o0rsq94,1,169,169,0,1,0,169,169,0,1,0,1,1500,1000,https://ww1.sinaimg.cn/mw2000/006fXe6Ogw1fbo667m940j315o0rsq94.jpg,https://ww1.sinaimg.cn/orj360/006fXe6Ogw1fbo667m940j315o0rsq94.jpg,https://m.weibo.cn/detail/4063208610434207,#SNH48黄婷婷# #笑颜一番黄婷婷# 160107 年度金曲大赏BEST50 Part.1 青春闪电 返图7P@SNH48-黄婷婷 站内网页链接,黄婷婷 金曲 返图,[post_ref_p7 169 strong_image_keyword] #SNH48黄婷婷# #笑颜一番黄婷婷# 160107 年度金曲大赏BEST50 Part.1 青春闪电 返图7P@SNH48-黄婷婷 站内网页链接 https://m.weibo.cn/detail/4063208610434207,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/006fXe6Ogw1fbo667m940j315o0rsq94.jpg,top39_vc0066_006fXe6Ogw1fbo667m940j315o0rsq94.jpg
68,vc0068,006zjVIaly1g5jba4aeumj31rh2js7wh,006zjVIaly1g5jba4aeumj31rh2js7wh,1,156,156,0,2,0,156,156,0,2,0,2,2048,2961,https://wx2.sinaimg.cn/mw2000/006zjVIaly1g5jba4aeumj31rh2js7wh.jpg,https://wx2.sinaimg.cn/orj360/006zjVIaly1g5jba4aeumj31rh2js7wh.jpg,https://m.weibo.cn/detail/4400219381183679,【总选返图】 黄婷婷 夏了夏天 学姐好 @SNH48-黄婷婷,,[single_image_post 154 strong_image_keyword] 【总选返图】 黄婷婷 夏了夏天 学姐好 @SNH48-黄婷婷 https://m.weibo.cn/detail/4400219381183679 || [single_image_post 2 strong_image_keyword] //@就是pipipi皮:@HTT-Notebook 【总选返图】 黄婷婷 夏了夏天 学姐好 @SNH48-黄婷婷 https://m.weibo.cn/detail/4400253278926589,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/020_006zjVIaly1g5jba4aeumj31rh2js7wh.jpg,top40_vc0068_006zjVIaly1g5jba4aeumj31rh2js7wh.jpg
70,vc0070,95deb8c0gw1f3z2e4itgij21kw11oh04,95deb8c0gw1f3z2e4itgij21kw11oh04,1,151,151,0,1,0,151,151,0,1,0,1,2048,1356,https://ww4.sinaimg.cn/mw2000/95deb8c0gw1f3z2e4itgij21kw11oh04.jpg,https://ww4.sinaimg.cn/orj360/95deb8c0gw1f3z2e4itgij21kw11oh04.jpg,https://m.weibo.cn/detail/3976349716839620,#SNH48黄婷婷# #SNH48孙芮# #和SNH48一起极速前进# 160517 莫斯科谢列梅捷沃机场接机返图 一个人送花 拍照 问候 简直精分忙到飞起 带错镜头拍得不满意 不过挡不住婷婷桑和三哥的美颜【另有 两分钟清晰接机视频 不知道该怎么处理,黄婷婷 机场 返图,[post_ref_p1 151 strong_image_keyword] #SNH48黄婷婷# #SNH48孙芮# #和SNH48一起极速前进# 160517 莫斯科谢列梅捷沃机场接机返图 一个人送花 拍照 问候 简直精分忙到飞起 带错镜头拍得不满意 不过挡不住婷婷桑和三哥的美颜【另有 两分钟清晰接机视频 不知道该怎么处理 https://m.weibo.cn/detail/3976349716839620,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/95deb8c0gw1f3z2e4itgij21kw11oh04.jpg,top41_vc0070_95deb8c0gw1f3z2e4itgij21kw11oh04.jpg
71,vc0071,006fXe6Ojw1f6np48r68tj30rs15ogzs,006fXe6Ojw1f6np48r68tj30rs15ogzs,1,150,150,0,1,0,150,150,0,1,0,1,1000,1500,https://ww2.sinaimg.cn/mw2000/006fXe6Ojw1f6np48r68tj30rs15ogzs.jpg,https://ww2.sinaimg.cn/orj360/006fXe6Ojw1f6np48r68tj30rs15ogzs.jpg,https://m.weibo.cn/detail/4006637939667686,#SNH48黄婷婷# 160730 总选演唱会返图 6P @SNH48-黄婷婷,黄婷婷 总选 返图,[post_ref_p6 150 strong_image_keyword] #SNH48黄婷婷# 160730 总选演唱会返图 6P @SNH48-黄婷婷 https://m.weibo.cn/detail/4006637939667686,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_60k/cluster_source_images/006fXe6Ojw1f6np48r68tj30rs15ogzs.jpg,top42_vc0071_006fXe6Ojw1f6np48r68tj30rs15ogzs.jpg
73,vc0073,006fXe6Ogy1fn1h5ft6jqj315o0rs7wh,006fXe6Ogy1fn1h5ft6jqj315o0rs7wh,1,148,148,0,1,0,148,148,0,1,0,1,1500,1000,https://wx2.sinaimg.cn/mw2000/006fXe6Ogy1fn1h5ft6jqj315o0rs7wh.jpg,https://wx2.sinaimg.cn/orj360/006fXe6Ogy1fn1h5ft6jqj315o0rs7wh.jpg,https://m.weibo.cn/detail/4191508011770974,#黄婷婷# #黄婷婷启航2018# 180101 虹桥机场 返图6P@SNH48-黄婷婷 站内网页链接,黄婷婷 机场,[post_ref_p6 148 strong_image_keyword] #黄婷婷# #黄婷婷启航2018# 180101 虹桥机场 返图6P@SNH48-黄婷婷 站内网页链接 https://m.weibo.cn/detail/4191508011770974,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/022_006fXe6Ogy1fn1h5ft6jqj315o0rs7wh.jpg,top43_vc0073_006fXe6Ogy1fn1h5ft6jqj315o0rs7wh.jpg
