rank,cluster_id,representative_pic_id,pic_ids,pic_count,total_likes,post_likes,comment_likes,post_like_source_count,comment_source_count,core_total_likes,core_post_likes,core_comment_likes,core_source_count,volume_source_count,source_note_count,width,height,large_url,url,sample_note_url,sample_text,source_keywords,top_evidence,representative_local_path,image_name
27,vc0027,006jCwZAly1g7wgj55z2pj30u00u0tco,006jCwZAly1g7wgj55z2pj30u00u0tco,1,180,180,0,1,0,180,180,0,1,0,1,1080,1080,https://wx4.sinaimg.cn/mw2000/006jCwZAly1g7wgj55z2pj30u00u0tco.jpg,https://wx4.sinaimg.cn/orj360/006jCwZAly1g7wgj55z2pj30u00u0tco.jpg,https://m.weibo.cn/detail/4426909028833832,黄婷婷 我：婷婷，你酷一点 TT:好 拍完之后，说了谢谢，然后婷婷给我很甜的说了声拜拜 啊，我死了，终于和你有了第一张合照，外地粉丝不容易呀,,[single_image_post 180 strong_image_keyword] 黄婷婷 我：婷婷，你酷一点 TT:好 拍完之后，说了谢谢，然后婷婷给我很甜的说了声拜拜 啊，我死了，终于和你有了第一张合照，外地粉丝不容易呀 https://m.weibo.cn/detail/4426909028833832,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/017_006jCwZAly1g7wgj55z2pj30u00u0tco.jpg,top25_vc0027_006jCwZAly1g7wgj55z2pj30u00u0tco.jpg
28,vc0028,005URZvXgy1foyv9octjkj32b13gg7wi,005URZvXgy1foyv9octjkj32b13gg7wi,1,179,179,0,1,0,179,179,0,1,0,1,2048,3069,https://wx1.sinaimg.cn/mw2000/005URZvXgy1foyv9octjkj32b13gg7wi.jpg,https://wx1.sinaimg.cn/orj360/005URZvXgy1foyv9octjkj32b13gg7wi.jpg,https://m.weibo.cn/detail/4213259576285956,#黄婷婷##SNH48年度金曲大赏# 人鱼【返图3】20180203 @SNH48-黄婷婷,黄婷婷 返图,[post_ref_p3 179 strong_image_keyword] #黄婷婷##SNH48年度金曲大赏# 人鱼【返图3】20180203 @SNH48-黄婷婷 https://m.weibo.cn/detail/4213259576285956,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/018_005URZvXgy1foyv9octjkj32b13gg7wi.jpg,top26_vc0028_005URZvXgy1foyv9octjkj32b13gg7wi.jpg
30,vc0030,006fXe6Ogw1f6pl26anoij30rs15o4qp,006fXe6Ogw1f6pl26anoij30rs15o4qp,1,170,170,0,1,0,170,170,0,1,0,1,1000,1500,https://ww1.sinaimg.cn/mw2000/006fXe6Ogw1f6pl26anoij30rs15o4qp.jpg,https://ww1.sinaimg.cn/orj360/006fXe6Ogw1f6pl26anoij30rs15o4qp.jpg,https://m.weibo.cn/detail/4007229638201620,#SNH48黄婷婷# 160807 北京机场 返图9P@SNH48-黄婷婷,黄婷婷 机场 返图,[post_ref_p9 170 strong_image_keyword] #SNH48黄婷婷# 160807 北京机场 返图9P@SNH48-黄婷婷 https://m.weibo.cn/detail/4007229638201620,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_10k/cluster_source_images/006fXe6Ogw1f6pl26anoij30rs15o4qp.jpg,top27_vc0030_006fXe6Ogw1f6pl26anoij30rs15o4qp.jpg
31,vc0031,006fXe6Ogw1fbo667m940j315o0rsq94,006fXe6Ogw1fbo667m940j315o0rsq94,1,169,169,0,1,0,169,169,0,1,0,1,1500,1000,https://ww1.sinaimg.cn/mw2000/006fXe6Ogw1fbo667m940j315o0rsq94.jpg,https://ww1.sinaimg.cn/orj360/006fXe6Ogw1fbo667m940j315o0rsq94.jpg,https://m.weibo.cn/detail/4063208610434207,#SNH48黄婷婷# #笑颜一番黄婷婷# 160107 年度金曲大赏BEST50 Part.1 青春闪电 返图7P@SNH48-黄婷婷 站内网页链接,黄婷婷 金曲 返图,[post_ref_p7 169 strong_image_keyword] #SNH48黄婷婷# #笑颜一番黄婷婷# 160107 年度金曲大赏BEST50 Part.1 青春闪电 返图7P@SNH48-黄婷婷 站内网页链接 https://m.weibo.cn/detail/4063208610434207,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_10k/cluster_source_images/006fXe6Ogw1fbo667m940j315o0rsq94.jpg,top28_vc0031_006fXe6Ogw1fbo667m940j315o0rsq94.jpg
32,vc0032,006zjVIaly1g5jba4aeumj31rh2js7wh,006zjVIaly1g5jba4aeumj31rh2js7wh,1,154,154,0,1,0,154,154,0,1,0,1,2048,2961,https://wx2.sinaimg.cn/mw2000/006zjVIaly1g5jba4aeumj31rh2js7wh.jpg,https://wx2.sinaimg.cn/orj360/006zjVIaly1g5jba4aeumj31rh2js7wh.jpg,https://m.weibo.cn/detail/4400219381183679,【总选返图】 黄婷婷 夏了夏天 学姐好 @SNH48-黄婷婷,,[single_image_post 154 strong_image_keyword] 【总选返图】 黄婷婷 夏了夏天 学姐好 @SNH48-黄婷婷 https://m.weibo.cn/detail/4400219381183679,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/020_006zjVIaly1g5jba4aeumj31rh2js7wh.jpg,top29_vc0032_006zjVIaly1g5jba4aeumj31rh2js7wh.jpg
33,vc0033,95deb8c0gw1f3z2e4itgij21kw11oh04,95deb8c0gw1f3z2e4itgij21kw11oh04,1,151,151,0,1,0,151,151,0,1,0,1,2048,1356,https://ww4.sinaimg.cn/mw2000/95deb8c0gw1f3z2e4itgij21kw11oh04.jpg,https://ww4.sinaimg.cn/orj360/95deb8c0gw1f3z2e4itgij21kw11oh04.jpg,https://m.weibo.cn/detail/3976349716839620,#SNH48黄婷婷# #SNH48孙芮# #和SNH48一起极速前进# 160517 莫斯科谢列梅捷沃机场接机返图 一个人送花 拍照 问候 简直精分忙到飞起 带错镜头拍得不满意 不过挡不住婷婷桑和三哥的美颜【另有 两分钟清晰接机视频 不知道该怎么处理,黄婷婷 机场 返图,[post_ref_p1 151 strong_image_keyword] #SNH48黄婷婷# #SNH48孙芮# #和SNH48一起极速前进# 160517 莫斯科谢列梅捷沃机场接机返图 一个人送花 拍照 问候 简直精分忙到飞起 带错镜头拍得不满意 不过挡不住婷婷桑和三哥的美颜【另有 两分钟清晰接机视频 不知道该怎么处理 https://m.weibo.cn/detail/3976349716839620,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_10k/cluster_source_images/95deb8c0gw1f3z2e4itgij21kw11oh04.jpg,top30_vc0033_95deb8c0gw1f3z2e4itgij21kw11oh04.jpg
34,vc0034,006fXe6Ojw1f6np48r68tj30rs15ogzs,006fXe6Ojw1f6np48r68tj30rs15ogzs,1,150,150,0,1,0,150,150,0,1,0,1,1000,1500,https://ww2.sinaimg.cn/mw2000/006fXe6Ojw1f6np48r68tj30rs15ogzs.jpg,https://ww2.sinaimg.cn/orj360/006fXe6Ojw1f6np48r68tj30rs15ogzs.jpg,https://m.weibo.cn/detail/4006637939667686,#SNH48黄婷婷# 160730 总选演唱会返图 6P @SNH48-黄婷婷,黄婷婷 总选 返图,[post_ref_p6 150 strong_image_keyword] #SNH48黄婷婷# 160730 总选演唱会返图 6P @SNH48-黄婷婷 https://m.weibo.cn/detail/4006637939667686,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_10k/cluster_source_images/006fXe6Ojw1f6np48r68tj30rs15ogzs.jpg,top31_vc0034_006fXe6Ojw1f6np48r68tj30rs15ogzs.jpg
35,vc0035,0088bHgsly1icjhwko2usj30u01917af,0088bHgsly1icjhwko2usj30u01917af,1,148,148,0,1,0,148,148,0,1,0,1,1080,1621,https://wx2.sinaimg.cn/mw2000/0088bHgsly1icjhwko2usj30u01917af.jpg,https://wx2.sinaimg.cn/orj360/0088bHgsly1icjhwko2usj30u01917af.jpg,https://m.weibo.cn/detail/5291747433254514,黄婷婷 原图作者@蓝蓝藻 哈哈哈哈哈婷婷是怎么做到这么美的同时还又萌又媚又莫名搞笑的,黄婷婷 粉丝,[single_image_post 148 strong_image_keyword] 黄婷婷 原图作者@蓝蓝藻 哈哈哈哈哈婷婷是怎么做到这么美的同时还又萌又媚又莫名搞笑的 https://m.weibo.cn/detail/5291747433254514,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/021_0088bHgsly1icjhwko2usj30u01917af.jpg,top32_vc0035_0088bHgsly1icjhwko2usj30u01917af.jpg
36,vc0036,006fXe6Ogy1fn1h5ft6jqj315o0rs7wh,006fXe6Ogy1fn1h5ft6jqj315o0rs7wh,1,148,148,0,1,0,148,148,0,1,0,1,1500,1000,https://wx2.sinaimg.cn/mw2000/006fXe6Ogy1fn1h5ft6jqj315o0rs7wh.jpg,https://wx2.sinaimg.cn/orj360/006fXe6Ogy1fn1h5ft6jqj315o0rs7wh.jpg,https://m.weibo.cn/detail/4191508011770974,#黄婷婷# #黄婷婷启航2018# 180101 虹桥机场 返图6P@SNH48-黄婷婷 站内网页链接,黄婷婷 机场,[post_ref_p6 148 strong_image_keyword] #黄婷婷# #黄婷婷启航2018# 180101 虹桥机场 返图6P@SNH48-黄婷婷 站内网页链接 https://m.weibo.cn/detail/4191508011770974,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/022_006fXe6Ogy1fn1h5ft6jqj315o0rs7wh.jpg,top33_vc0036_006fXe6Ogy1fn1h5ft6jqj315o0rs7wh.jpg
38,vc0038,656a17ebgy1g4i7ydhlnjj20u018we82,656a17ebgy1g4i7ydhlnjj20u018we82,1,144,144,0,1,0,144,144,0,1,0,1,1080,1616,https://wx2.sinaimg.cn/mw2000/656a17ebgy1g4i7ydhlnjj20u018we82.jpg,https://wx2.sinaimg.cn/orj360/656a17ebgy1g4i7ydhlnjj20u018we82.jpg,https://m.weibo.cn/detail/4388592165786514,我可太喜欢这张了,,[single_image_post 144 explicit_image_visual_or_memory] 我可太喜欢这张了 https://m.weibo.cn/detail/4388592165786514,data/weibo_huangtingting_image_assets/analysis_visual_cluster_10k_v1/cluster_source_images/656a17ebgy1g4i7ydhlnjj20u018we82.jpg,top34_vc0038_656a17ebgy1g4i7ydhlnjj20u018we82.jpg
39,vc0039,006CtFgugy1fcgptlbkiuj31v92iqx6q,006CtFgugy1fcgptlbkiuj31v92iqx6q,1,138,138,0,1,0,138,138,0,1,0,1,2048,2762,https://wx3.sinaimg.cn/mw2000/006CtFgugy1fcgptlbkiuj31v92iqx6q.jpg,https://wx3.sinaimg.cn/orj360/006CtFgugy1fcgptlbkiuj31v92iqx6q.jpg,https://m.weibo.cn/detail/4072173805684983,#SNH48黄婷婷# #黄婷婷十三亿分之你# 周一工作日，用婷婷的美图来鼓励一下自己 #SNH48黄婷婷# best50实图6p 假期有时间修图系列,黄婷婷 美图,[post_ref_p6 138 strong_image_keyword] #SNH48黄婷婷# #黄婷婷十三亿分之你# 周一工作日，用婷婷的美图来鼓励一下自己 #SNH48黄婷婷# best50实图6p 假期有时间修图系列 https://m.weibo.cn/detail/4072173805684983,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/023_006CtFgugy1fcgptlbkiuj31v92iqx6q.jpg,top35_vc0039_006CtFgugy1fcgptlbkiuj31v92iqx6q.jpg
40,vc0040,006T87D0gy1g8jx2ckgz4j30ku15odnf,006T87D0gy1g8jx2ckgz4j30ku15odnf,1,138,138,0,5,0,138,138,0,5,0,5,750,1500,https://wx3.sinaimg.cn/mw2000/006T87D0gy1g8jx2ckgz4j30ku15odnf.jpg,https://wx3.sinaimg.cn/orj360/006T87D0gy1g8jx2ckgz4j30ku15odnf.jpg,https://m.weibo.cn/detail/4434265582082494,#黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷,黄婷婷 自拍,[single_image_post 138 strong_image_keyword] #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 https://m.weibo.cn/detail/4434262025383132 || [single_image_post 0 strong_image_keyword] #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 https://m.weibo.cn/detail/4434265582082494 || [single_image_post 0 strong_image_keyword] #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 https://m.weibo.cn/detail/4434265099795536 || [single_image_post 0 strong_image_keyword] #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 https://m.weibo.cn/detail/4434264638361671 || [single_image_post 0 strong_image_keyword] #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 #黄婷婷 人间小辣椒# 你太自私了，每次你发自拍，会有多少人睡不着觉，你不在乎，有多少人饱受相思之痛，你不在乎，有多少人承受着所爱不得之苦，你不在乎，你只在乎你自己，就像我只在乎你一样自私@SNH48-黄婷婷 https://m.weibo.cn/detail/4434263997243419,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/024_006T87D0gy1g8jx2ckgz4j30ku15odnf.jpg,top36_vc0040_006T87D0gy1g8jx2ckgz4j30ku15odnf.jpg
42,vc0042,006cv1DVly1g2vh8jw7g6j31ua39tu1a,006cv1DVly1g2vh8jw7g6j31ua39tu1a,1,137,137,0,2,0,137,137,0,2,0,2,2048,3640,https://wx1.sinaimg.cn/mw2000/006cv1DVly1g2vh8jw7g6j31ua39tu1a.jpg,https://wx1.sinaimg.cn/orj360/006cv1DVly1g2vh8jw7g6j31ua39tu1a.jpg,https://m.weibo.cn/detail/4370180647780529,黄婷婷 🙊 #黄婷婷我家那小子# 20190509.剧场返图6p 是酷帅的崽@SNH48-黄婷婷 @咸味胡萝北- 老父亲来康康【逐渐变红🙊,黄婷婷 返图,[post_ref_p6 137 strong_image_keyword] 黄婷婷 🙊 #黄婷婷我家那小子# 20190509.剧场返图6p 是酷帅的崽@SNH48-黄婷婷 @咸味胡萝北- 老父亲来康康【逐渐变红🙊 https://m.weibo.cn/detail/4370180647780529 || [post_ref_p6 0 strong_image_keyword] #黄婷婷 返图# @SNH48-黄婷婷 黄婷婷 🙊 #黄婷婷我家那小子# 20190509.剧场返图6p 是酷帅的崽@SNH48-黄婷婷 @咸味胡萝北- 老父亲来康康【逐渐变红🙊 https://m.weibo.cn/detail/4370302102406517,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/026_006cv1DVly1g2vh8jw7g6j31ua39tu1a.jpg,top37_vc0042_006cv1DVly1g2vh8jw7g6j31ua39tu1a.jpg
43,vc0043,005URZvXgy1fp3hnqld28j32ku3veu0y,005URZvXgy1fp3hnqld28j32ku3veu0y,1,137,137,0,2,0,137,137,0,2,0,2,2048,3075,https://wx4.sinaimg.cn/mw2000/005URZvXgy1fp3hnqld28j32ku3veu0y.jpg,https://wx4.sinaimg.cn/orj360/005URZvXgy1fp3hnqld28j32ku3veu0y.jpg,https://m.weibo.cn/detail/4214715431059174,还有返图耶！！！！好好看！！@SNH48-黄婷婷 #黄婷婷##SNH48年度金曲大赏# Mad World 【返图3】 20180203 @SNH48-黄婷婷 穿着颜色鲜艳的华丽的衣服。那个颜色很适合你!!!,黄婷婷 返图,[post_ref_p3 137 strong_image_keyword] #黄婷婷##SNH48年度金曲大赏# Mad World 【返图3】 20180203 @SNH48-黄婷婷 穿着颜色鲜艳的华丽的衣服。那个颜色很适合你!!! https://m.weibo.cn/detail/4214710129892596 || [post_ref_p3 0 strong_image_keyword] 还有返图耶！！！！好好看！！@SNH48-黄婷婷 #黄婷婷##SNH48年度金曲大赏# Mad World 【返图3】 20180203 @SNH48-黄婷婷 穿着颜色鲜艳的华丽的衣服。那个颜色很适合你!!! https://m.weibo.cn/detail/4214715431059174,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/027_005URZvXgy1fp3hnqld28j32ku3veu0y.jpg,top38_vc0043_005URZvXgy1fp3hnqld28j32ku3veu0y.jpg
44,vc0044,832e07d0gy1fv58g8jqf5j216m1k5x6p,832e07d0gy1fv58g8jqf5j216m1k5x6p,1,134,134,0,1,0,134,134,0,1,0,1,1534,2021,https://wx4.sinaimg.cn/mw2000/832e07d0gy1fv58g8jqf5j216m1k5x6p.jpg,https://wx4.sinaimg.cn/orj360/832e07d0gy1fv58g8jqf5j216m1k5x6p.jpg,https://m.weibo.cn/detail/4283026273482340,黄婷婷❤️#时尚教主黄婷婷# 黄婷婷生日会港风限定生写高清扫图9P 我想醉在你的眼里， 就此无尽沉沦下去。#可爱女人[音乐]# @SNH48-黄婷婷,黄婷婷 高清,[post_ref_p9 134 explicit_image_visual_or_memory] 黄婷婷❤️#时尚教主黄婷婷# 黄婷婷生日会港风限定生写高清扫图9P 我想醉在你的眼里， 就此无尽沉沦下去。#可爱女人[音乐]# @SNH48-黄婷婷 https://m.weibo.cn/detail/4283026273482340,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_10k/cluster_source_images/832e07d0gy1fv58g8jqf5j216m1k5x6p.jpg,top39_vc0044_832e07d0gy1fv58g8jqf5j216m1k5x6p.jpg
45,vc0045,8f1674fbjw1fbluzbhirwj20rs15otjr,8f1674fbjw1fbluzbhirwj20rs15otjr,1,132,132,0,1,0,132,132,0,1,0,1,1000,1500,https://ww2.sinaimg.cn/mw2000/8f1674fbjw1fbluzbhirwj20rs15otjr.jpg,https://ww2.sinaimg.cn/orj360/8f1674fbjw1fbluzbhirwj20rs15otjr.jpg,https://m.weibo.cn/detail/4062486208418330,#SNH48黄婷婷# #年度金曲大赏黄婷婷# 回家第一件事开始工作170107 b50金曲大赏返图7P @SNH48-黄婷婷 这个人真是太好看了【禁二改商用/禁涂抹logo】,黄婷婷 金曲 返图,[post_ref_p7 132 strong_image_keyword] #SNH48黄婷婷# #年度金曲大赏黄婷婷# 回家第一件事开始工作170107 b50金曲大赏返图7P @SNH48-黄婷婷 这个人真是太好看了【禁二改商用/禁涂抹logo】 https://m.weibo.cn/detail/4062486208418330,data/weibo_huangtingting_image_assets/analysis_visual_cluster_quality_volume_10k/cluster_source_images/8f1674fbjw1fbluzbhirwj20rs15otjr.jpg,top40_vc0045_8f1674fbjw1fbluzbhirwj20rs15otjr.jpg
46,vc0046,005URZvXgy1g5hqlw5xvfj32tc480e82,005URZvXgy1g5hqlw5xvfj32tc480e82,1,129,129,0,1,0,129,129,0,1,0,1,2048,3072,https://wx1.sinaimg.cn/mw2000/005URZvXgy1g5hqlw5xvfj32tc480e82.jpg,https://wx1.sinaimg.cn/orj360/005URZvXgy1g5hqlw5xvfj32tc480e82.jpg,https://m.weibo.cn/detail/4399725895344333,黄婷婷 190727 演唱会 返图3 #SNH48年度总决选##黄婷婷#,,[post_ref_p3 129 strong_image_keyword] 黄婷婷 190727 演唱会 返图3 #SNH48年度总决选##黄婷婷# https://m.weibo.cn/detail/4399725895344333,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/028_005URZvXgy1g5hqlw5xvfj32tc480e82.jpg,top41_vc0046_005URZvXgy1g5hqlw5xvfj32tc480e82.jpg
47,vc0047,005URZvXgy1fou865fcpqj32b03gge82,005URZvXgy1fou865fcpqj32b03gge82,1,125,125,0,1,0,125,125,0,1,0,1,2048,3070,https://wx2.sinaimg.cn/mw2000/005URZvXgy1fou865fcpqj32b03gge82.jpg,https://wx2.sinaimg.cn/orj360/005URZvXgy1fou865fcpqj32b03gge82.jpg,https://m.weibo.cn/detail/4211804504713797,#黄婷婷##SNH48年度金曲大赏# 20180203【返图2】 @SNH48-黄婷婷,黄婷婷 返图,[post_ref_p2 125 strong_image_keyword] #黄婷婷##SNH48年度金曲大赏# 20180203【返图2】 @SNH48-黄婷婷 https://m.weibo.cn/detail/4211804504713797,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/029_005URZvXgy1fou865fcpqj32b03gge82.jpg,top42_vc0047_005URZvXgy1fou865fcpqj32b03gge82.jpg
48,vc0048,007Xg5Tsly1i78q740ml3j30jg0objuj,007Xg5Tsly1i78q740ml3j30jg0objuj,1,122,122,0,1,0,122,122,0,1,0,1,700,875,https://wx2.sinaimg.cn/mw2000/007Xg5Tsly1i78q740ml3j30jg0objuj.jpg,https://wx2.sinaimg.cn/orj360/007Xg5Tsly1i78q740ml3j30jg0objuj.jpg,https://m.weibo.cn/detail/5231949386091995,黄婷婷 考古看到这张笑了半天… 咋那么萌一只杵在那！！🥺😋,,[single_image_post 122 explicit_image_visual_or_memory] 黄婷婷 考古看到这张笑了半天… 咋那么萌一只杵在那！！🥺😋 https://m.weibo.cn/detail/5231949386091995,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/030_007Xg5Tsly1i78q740ml3j30jg0objuj.jpg,top43_vc0048_007Xg5Tsly1i78q740ml3j30jg0objuj.jpg
49,vc0049,0062vQZIly1hbi42rcelbj32c03401gx,0062vQZIly1hbi42rcelbj32c03401gx,1,121,121,0,1,0,121,121,0,1,0,1,2048,2730,https://wx2.sinaimg.cn/mw2000/0062vQZIly1hbi42rcelbj32c03401gx.jpg,https://wx2.sinaimg.cn/orj360/0062vQZIly1hbi42rcelbj32c03401gx.jpg,https://m.weibo.cn/detail/4873789287174025,黄婷婷 原图直出美死了@黄婷婷,黄婷婷 神图,[single_image_post 121 strong_image_keyword] 黄婷婷 原图直出美死了@黄婷婷 https://m.weibo.cn/detail/4873789287174025,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/031_0062vQZIly1hbi42rcelbj32c03401gx.jpg,top44_vc0049_0062vQZIly1hbi42rcelbj32c03401gx.jpg
51,vc0051,005URZvXgy1foqsdrlm5kj31vv2tqe81,005URZvXgy1foqsdrlm5kj31vv2tqe81,1,121,121,0,1,0,121,121,0,1,0,1,2048,3069,https://wx3.sinaimg.cn/mw2000/005URZvXgy1foqsdrlm5kj31vv2tqe81.jpg,https://wx3.sinaimg.cn/orj360/005URZvXgy1foqsdrlm5kj31vv2tqe81.jpg,https://m.weibo.cn/detail/4210727130257990,#黄婷婷##SNH48年度金曲大赏# 暴走少女 【返图2】 20180203 @SNH48-黄婷婷,黄婷婷 返图,[post_ref_p2 121 strong_image_keyword] #黄婷婷##SNH48年度金曲大赏# 暴走少女 【返图2】 20180203 @SNH48-黄婷婷 https://m.weibo.cn/detail/4210727130257990,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/033_005URZvXgy1foqsdrlm5kj31vv2tqe81.jpg,top45_vc0051_005URZvXgy1foqsdrlm5kj31vv2tqe81.jpg
52,vc0052,005URZvXgy1g2aeixekbhj356o3ggkjm,005URZvXgy1g2aeixekbhj356o3ggkjm,1,120,120,0,1,0,120,120,0,1,0,1,2048,1365,https://wx1.sinaimg.cn/mw2000/005URZvXgy1g2aeixekbhj356o3ggkjm.jpg,https://wx1.sinaimg.cn/orj360/005URZvXgy1g2aeixekbhj356o3ggkjm.jpg,https://m.weibo.cn/detail/4363573008024814,190413 偶像运动会 返图3 笑颜一番黄婷婷 @SNH48-黄婷婷 #SNH48偶像运动会#,,[post_ref_p3 120 strong_image_keyword] 190413 偶像运动会 返图3 笑颜一番黄婷婷 @SNH48-黄婷婷 #SNH48偶像运动会# https://m.weibo.cn/detail/4363573008024814,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/035_005URZvXgy1g2aeixekbhj356o3ggkjm.jpg,top46_vc0052_005URZvXgy1g2aeixekbhj356o3ggkjm.jpg
53,vc0053,006eGjJlly1g91chyke6uj313y1o0npd,006eGjJlly1g91chyke6uj313y1o0npd,1,118,118,0,1,0,118,118,0,1,0,1,1438,2160,https://wx1.sinaimg.cn/mw2000/006eGjJlly1g91chyke6uj313y1o0npd.jpg,https://wx1.sinaimg.cn/orj360/006eGjJlly1g91chyke6uj313y1o0npd.jpg,https://m.weibo.cn/detail/4439725148409753,黄婷婷#一生有你黄婷婷# 电影一生有你#电影一生有你# 【控评图】 “可知一生有你 我都陪在你身边” 原图感谢@时汀- 授权 @SNH48-黄婷婷 @titi黄,,[single_image_post 118 strong_image_keyword] 黄婷婷#一生有你黄婷婷# 电影一生有你#电影一生有你# 【控评图】 “可知一生有你 我都陪在你身边” 原图感谢@时汀- 授权 @SNH48-黄婷婷 @titi黄 https://m.weibo.cn/detail/4439725148409753,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/036_006eGjJlly1g91chyke6uj313y1o0npd.jpg,top47_vc0053_006eGjJlly1g91chyke6uj313y1o0npd.jpg
54,vc0054,007vgUDQly1gdrfsnogunj316o16mdpq,007vgUDQly1gdrfsnogunj316o16mdpq,1,110,110,0,1,0,110,110,0,1,0,1,1536,1534,https://wx3.sinaimg.cn/mw2000/007vgUDQly1gdrfsnogunj316o16mdpq.jpg,https://wx3.sinaimg.cn/orj360/007vgUDQly1gdrfsnogunj316o16mdpq.jpg,https://m.weibo.cn/detail/4493041912071852,黄婷婷 #黄婷婷营业了同款博也要营业# @titi黄_ 2020.04.12 微博头像更新 耳环｜拍摄《夏日柠檬船》mv时，澳洲手工店购入 耳环破案了#耳环富人黄婷婷#,黄婷婷 头像,[single_image_post 110 strong_image_keyword] 黄婷婷 #黄婷婷营业了同款博也要营业# @titi黄_ 2020.04.12 微博头像更新 耳环｜拍摄《夏日柠檬船》mv时，澳洲手工店购入 耳环破案了#耳环富人黄婷婷# https://m.weibo.cn/detail/4493041912071852,data/weibo_huangtingting_image_assets/analysis_strict_memory_final/top_images/files/038_007vgUDQly1gdrfsnogunj316o16mdpq.jpg,top48_vc0054_007vgUDQly1gdrfsnogunj316o16mdpq.jpg
