platform,keyword,category,itemId,title,price,priceText,originalPrice,priceBand,salesText,shopName,shopId,productUrl,imageUrl,location,stock,giftSignal,captureMethod,captureStatus,capturedAt
天猫,初中生礼物,文具手账,630160296025,故宫淘宝｜故宫猫手帐套装礼盒文创初中生女孩毕业生日礼物伴手礼,99.0,99.0,99.0,60-99元,1000+,故宫淘宝 来自故宫的礼物 故宫博物院网店 原创设计店铺,144058574,https://detail.tmall.com/item.htm?id=630160296025,https://g.search1.alicdn.com/img/bao/uploaded/i4/i4/144058574/O1CN016voEhl2DCx0uhs3BA_!!144058574.jpg,天津,443,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,定制纪念,954633343928,宝石角二次元电子触屏吧唧生日礼物女生高初中生女孩子实用的毕业,138.0,138.0,193.0,100-199元,1000+,一点拾光 礼物店,2320888157,https://detail.tmall.com/item.htm?id=954633343928,https://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2320888157/O1CN01VgoOdQ2A7xqMuGDOa_!!2320888157.jpg,广东 深圳,515,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,定制纪念,875046378743,毕业礼物送女生男生大学生初中高考研究生小学音箱有纪念意义全班,119.0,119.0,219.0,100-199元,1000+,玩意局旗舰店,2207948862686,https://detail.tmall.com/item.htm?id=875046378743,https://g.search3.alicdn.com/img/bao/uploaded/i4/i4/2207948862686/O1CN01iGvXNV1ViEyONWSUe_!!4611686018427385054-0-item_pic.jpg,广东 佛山,172,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,文具手账,789312251693,毕业礼物伴手礼盒送小学生六年级初中生中高考加油励志礼品仪式感,22.8,22.8,52.8,10-29元,1000+,敦克旗舰店,2213245076332,https://detail.tmall.com/item.htm?id=789312251693,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/2213245076332/O1CN014D0OAN1we6wxzWnQO_!!4611686018427380588-0-item_pic.jpg,浙江 金华,575811,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,定制纪念,982395714522,四五六年级小学生奖励礼品全班创意实用小奖品初中生期末毕业礼物,16.66,16.66,20.8,10-29元,1000+,宝宝屋礼品营销,3355280145,https://detail.tmall.com/item.htm?id=982395714522,https://g.search1.alicdn.com/img/bao/uploaded/i4/i1/3355280145/O1CN01WziV9V1CwSWVAJCit_!!3355280145.jpg,浙江 金华,10096326,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,定制纪念,778825479684,生日礼物送女孩十岁12实用小学生初中生毕业伴手礼六一儿童节礼物,45.0,45.0,90.0,30-59元,1000+,yr悦然悦雅堂专卖店,3026172590,https://detail.tmall.com/item.htm?id=778825479684,https://g.search3.alicdn.com/img/bao/uploaded/i4/i2/3026172590/O1CN01135rqh1V0GkkWKaKJ_!!0-item_pic.jpg,浙江 宁波,6341,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,宿舍生活,740002547271,生日礼物女生毕业送女友朋友男生女孩给初中学生实用的熊猫小夜灯,84.0,84.0,168.0,60-99元,1000+,onefire万火旗舰店,2058279615,https://detail.tmall.com/item.htm?id=740002547271,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/2058279615/O1CN01aucFzn2Ktj3tna5bi_!!0-item_pic.jpg,广东 广州,138568,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,定制纪念,1043245972906,生日礼物男生毕业初中学生男孩10十12岁的豆包智能ai机器人小玩具,228.0,228.0,456.0,200-499元,1000+,onefire万火旗舰店,2058279615,https://detail.tmall.com/item.htm?id=1043245972906,https://g.search2.alicdn.com/img/bao/uploaded/i4/i2/2058279615/O1CN01VIGeLU2KtjJ1g2yop_!!4611686018427386559-0-item_pic.jpg,广东 广州,1000000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,定制纪念,988334161216,儿童男孩生日礼物玩具初中生10岁以上12男童14实用的13十毕业年级,149.0,149.0,149.0,100-199元,1000+,光彩年华旗舰店,260808543,https://detail.tmall.com/item.htm?id=988334161216,https://g.search3.alicdn.com/img/bao/uploaded/i4/i3/260808543/O1CN01522xES2Cykgk2Pnlp_!!4611686018427387743-0-item_pic.jpg,广东 广州,784,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,其他礼物/综合,1035614800513,生日礼物男生实用女生女孩初中生玩具12小风扇男孩10岁儿童14搞怪,42.0,42.0,84.0,30-59元,1000+,优表旗舰店,2211950235125,https://detail.tmall.com/item.htm?id=1035614800513,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/2211950235125/O1CN014yUR671njIyOsUDo6_!!4611686018427383285-0-item_pic.jpg,广东 佛山,12000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,初中生礼物,其他礼物/综合,893382145229,中考仪式感礼物百日誓师加油励志14岁青春男孩生日礼物初中生女孩,23.0,23.0,43.0,10-29元,1000+,精美达家居旗舰店,823055924,https://detail.tmall.com/item.htm?id=893382145229,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/823055924/O1CN016c121o1tdFQ7xJ7vr_!!4611686018427385396-0-item_pic.jpg,浙江 金华,19896,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,文具手账,976526268851,生日礼物女生送同学实用羽毛书签伴手礼高级小学生奖励小礼品毕业,5.5,5.5,9.5,<10元,1000+,starpartner旗舰店,2218262603910,https://detail.tmall.com/item.htm?id=976526268851,https://g.search.alicdn.com/img/bao/uploaded/i4/i2/2218262603910/O1CN01oCrOHu1ekpht5Cly8_!!4611686018427381894-0-item_pic.jpg,浙江 金华,25077,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,文具手账,725101048991,金属黄铜熊猫书签中国风故宫文创小礼品四川成都旅游纪念品文艺复古风精致伴手礼小学生送老师同学礼物儿童,8.5,8.5,17.0,<10元,1000+,韵轩办公用品专营店,1785595237,https://detail.tmall.com/item.htm?id=725101048991,https://g.search1.alicdn.com/img/bao/uploaded/i4/i3/1785595237/O1CN01gXU6CU1oYb37a3ZiX_!!0-item_pic.jpg,浙江 宁波,49662,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,文具手账,1036840505509,许愿树小熊香薰礼盒生日礼物女生送女友闺蜜同学伴手礼六一儿童节,39.9,39.9,39.9,30-59元,1000+,恩师旗舰店,2565095917,https://detail.tmall.com/item.htm?id=1036840505509,https://g.search2.alicdn.com/img/bao/uploaded/i4/i3/2565095917/O1CN01u1wSXu1ta2eRYXUv6_!!4611686018427380205-0-item_pic.jpg,江苏 无锡,50,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,其他礼物/综合,968381734284,滴胶干花字母相框手工diy创意礼物送同学闺蜜心意生日伴手礼品,6.8,6.8,6.8,<10元,1000+,恬汀节日礼品馆,2219477099295,https://detail.tmall.com/item.htm?id=968381734284,https://g.search3.alicdn.com/img/bao/uploaded/i4/i2/2219477099295/O1CN01XTxldc2IXAW4i4RBE_!!4611686018427380511-0-item_pic.jpg,浙江 金华,15000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,定制纪念,927234556055,毕业纪念礼物批发定制送全班同学男生女生幼儿园小学教师节伴手礼,15.8,15.8,15.8,10-29元,1000+,欣物旗舰店,2207889026750,https://detail.tmall.com/item.htm?id=927234556055,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/2207889026750/O1CN01x6b3db1zjYV6bUGMH_!!4611686018427383486-0-item_pic.jpg,山东 济宁,4492,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,文具手账,917947338358,檀木梳子礼盒毕业季礼物按摩梳刻字送同学礼品气囊梳伴手礼送老师,27.48,27.48,45.8,10-29元,1000+,春竹家居旗舰店,2212488545274,https://detail.tmall.com/item.htm?id=917947338358,https://g.search1.alicdn.com/img/bao/uploaded/i4/i1/2212488545274/O1CN013PpbMM1opXygFq9zR_!!4611686018427380730-0-item_pic.jpg,山东 临沂,170354,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,定制纪念,902079653773,手磨咖啡机生日礼物女生实用伴手礼公司员工礼品毕业季送老师同学,85.0,85.0,170.0,60-99元,1000+,广懿旗舰店,4241875009,https://detail.tmall.com/item.htm?id=902079653773,https://g.search2.alicdn.com/img/bao/uploaded/i4/i1/4241875009/O1CN01LKWJKA1msAw8NJueI_!!4611686018427379777-0-item_pic.jpg,广东 广州,335751,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,定制纪念,864424492238,生日礼物定制送全班同学六年级初高中大学礼品毕业季纪念伴手礼物,13.8,13.8,13.8,10-29元,1000+,欣物旗舰店,2207889026750,https://detail.tmall.com/item.htm?id=864424492238,https://g.search3.alicdn.com/img/bao/uploaded/i4/i4/2207889026750/O1CN011pOjWj1zjYTtnWeH9_!!4611686018427383486-0-item_pic.jpg,山东 济宁,25758,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,定制纪念,883056051557,复古摩天轮水晶球伴手礼实用生日礼物可定制礼品送儿童同学男孩子,36.8,36.8,46.8,30-59元,1000+,良风旗舰店,2206859339639,https://detail.tmall.com/item.htm?id=883056051557,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/2206859339639/O1CN014uTPwr2L4ii1pKCeE_!!4611686018427381623-0-item_pic.jpg,浙江 金华,157749,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,文具手账,1000708323067,德国生日礼物羽毛笔哈利波特周边男学生送同学老师钢笔伴手礼物,188.0,188.0,188.0,100-199元,1000+,德国MUC精奢品舰店,2219153835649,https://detail.tmall.com/item.htm?id=1000708323067,https://g.search1.alicdn.com/img/bao/uploaded/i4/i3/2219153835649/O1CN01fnut4Y1rbIUBdypIW_!!2219153835649.jpg,福建 泉州,8195,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,文具手账,719578531143,中国风复古典千里江山图黄铜金属书签礼盒定制LOGO刻字故宫文创礼品伴手礼送老师同学客户实用生日礼物父亲节,9.8,9.8,19.6,<10元,1000+,韵轩办公用品专营店,1785595237,https://detail.tmall.com/item.htm?id=719578531143,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/1785595237/O1CN019to9j41oYb2MIF3R8_!!0-item_pic.jpg,浙江 宁波,77709,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,同学礼物 伴手礼,文具手账,1048930871958,毕业季礼物送儿童女生闺蜜男女孩同学零食礼盒大礼包伴手礼纪念品,62.4,62.4,124.8,60-99元,1000+,本美旗舰店,4173391319,https://detail.tmall.com/item.htm?id=1048930871958,https://g.search1.alicdn.com/img/bao/uploaded/i4/i1/4173391319/O1CN01XJvXyf1Lc9YIXDKet_!!4611686018427381207-0-item_pic.jpg,浙江 金华,12020,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,饰品配件,933276088106,学生毕业小礼物励志文字钥匙扣高颜值祝福书包挂件挂饰闺蜜送同学,0.6,0.6,0.6,<10元,1000+,茂远文具礼品,3126134058,https://detail.tmall.com/item.htm?id=933276088106,https://g.search.alicdn.com/img/bao/uploaded/i4/i4/3126134058/O1CN01PsjS7R1fqcINuOBzv_!!3126134058.jpg,浙江 金华,178689,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,饰品配件,934983976388,毕业祝福语小挂件 钥匙扣 背包装饰挂饰送学生同学纪念留念小礼物,3.6,3.6,3.6,<10元,1000+,defjoy古诺专卖店,2261230571,https://detail.tmall.com/item.htm?id=934983976388,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2261230571/O1CN01ezUjev1G5ZDLvvUvl_!!4611686018427380715-2-item_pic.png,浙江 金华,2881,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,定制纪念,900774351068,方仔照相馆人像积木冰箱贴毕业送同学照片定制闺蜜纪念生日礼物女,159.0,159.0,159.0,100-199元,1000+,方仔照相馆旗舰店,2215455971053,https://detail.tmall.com/item.htm?id=900774351068,https://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2215455971053/O1CN0191QlJX1JeKCQyJ53c_!!4611686018427385581-0-item_pic.jpg,广东 东莞,96621,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,文具手账,1040051840652,梵高典藏系列复古油画流苏金属书签套装高档精致学生阅读书页夹班级活动奖励毕业文创纪念品送同学节日小礼物,5.5,5.5,15.5,<10元,1000+,墨苒旗舰店,2213155867544,https://detail.tmall.com/item.htm?id=1040051840652,https://g.search3.alicdn.com/img/bao/uploaded/i4/i4/2213155867544/O1CN01pZmxNi25bD3G3PWNU_!!4611686018427382680-0-item_pic.jpg,安徽 合肥,40,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,文具手账,1012135933195,高级感生日礼物羽毛笔哈利波特周边男学生送同学老师钢笔毕业礼物,16.38,16.38,16.38,10-29元,1000+,小幸福和大幸福,363761496,https://detail.tmall.com/item.htm?id=1012135933195,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/363761496/O1CN01mg6v501MvDdCP0kJa_!!363761496.jpg,浙江 金华,47952,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,IP潮玩/玩具,906616768575,小学六年级毕业签名相框摆台第六单元签名照送同学礼物留念摆件,3.5,3.5,13.5,<10元,1000+,画境框艺,2217782496953,https://detail.tmall.com/item.htm?id=906616768575,https://g.search1.alicdn.com/img/bao/uploaded/i4/i4/2217782496953/O1CN01qgQxTa21EWtHACL0J_!!2217782496953.jpg,广东 深圳,899656,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,定制纪念,652568253024,生日礼物送男朋友兄弟同学男生女生创意趣味怀旧游戏机解压毕业季,68.0,68.0,136.0,60-99元,1000+,无趣工社旗舰店,3975623105,https://detail.tmall.com/item.htm?id=652568253024,https://g.search2.alicdn.com/img/bao/uploaded/i4/i2/3975623105/O1CN01MwVn1p1Yo8nV4oVXO_!!4611686018427384257-0-item_pic.jpg,广东 东莞,1992843,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,文具手账,1026941947737,创意成品手工针织毛线向日葵毕业季花束礼盒中考高考送同学礼物,22.8,22.8,45.6,10-29元,1000+,MEET YOU FLOWER,377457813,https://detail.tmall.com/item.htm?id=1026941947737,https://g.search3.alicdn.com/img/bao/uploaded/i4/i2/377457813/O1CN01yaBMdA27aPaVQNdaG_!!377457813.jpg,江西 南昌,4000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,定制纪念,1045070637859,一举夺魁手工编织成品巨大号向日葵花束成品毕业季送同学励志礼物,7.0,7.0,7.0,<10元,1000+,奇威狼旗舰店,2219255534182,https://detail.tmall.com/item.htm?id=1045070637859,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/2219255534182/O1CN01pnglvG1glPTyLydoE_!!4611686018427384422-2-item_pic.png,浙江 金华,55000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,定制纪念,1028575679316,手工毛线编织巨大号小蜜蜂向日葵花束中高考毕业季送同学礼物礼品,6.8,6.8,6.8,<10元,1000+,闻舒家居旗舰店,2219150664280,https://detail.tmall.com/item.htm?id=1028575679316,https://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2219150664280/O1CN01C8Kegn1hUIHwyOjjR_!!4611686018427380312-0-item_pic.jpg,浙江 金华,3000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,定制纪念,610688537655,创意个性生日礼物女生送闺蜜同学diy复古风毕业季礼品男生送朋友,32.8,32.8,42.8,30-59元,1000+,良风旗舰店,2206859339639,https://detail.tmall.com/item.htm?id=610688537655,https://g.search3.alicdn.com/img/bao/uploaded/i4/i2/2206859339639/O1CN01T5vDfT2L4ieC2HHDO_!!0-item_pic.jpg,浙江 金华,267254,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,定制纪念,970215184822,毕业季送男女朋友老师同学生日礼物录音贺卡留声磁带表白神器实用,10.8,10.8,21.6,10-29元,1000+,阳滨旗舰店,2212461392937,https://detail.tmall.com/item.htm?id=970215184822,https://g.search.alicdn.com/img/bao/uploaded/i4/i2/2212461392937/O1CN01RaK7hX1XZCKZw5B72_!!4611686018427384873-0-item_pic.jpg,浙江 金华,17374,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,毕业礼物 同学,定制纪念,533995859673,毕业小礼物送全班同学幼儿园中小学生创意定制61儿童节纪念批发,3.5,3.5,5.0,<10元,1000+,忐忑家居旗舰店,2457686851,https://detail.tmall.com/item.htm?id=533995859673,https://g.search1.alicdn.com/img/bao/uploaded/i4/i1/2457686851/O1CN01QoJEdu20ToaK5nMYn_!!4611686018427384643-0-item_pic.jpg,浙江 金华,10873059,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,1050842233291,端午节五彩绳手链手工编织手绳学生情侣红绳儿童宝宝五彩线小礼物,6.9,6.9,9.8,<10元,1000+,啊喔鹅旗舰店,2354850291,https://detail.tmall.com/item.htm?id=1050842233291,https://g.search.alicdn.com/img/bao/uploaded/i4/i2/2354850291/O1CN010qhEWt1E1KOXBw9w9_!!4611686018427382259-0-item_pic.jpg,浙江 金华,1860,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,825140853783,黑白猫咪可爱戒指水晶贝壳情侣小众设计感男女爆款礼物学生送闺蜜,2.99,2.99,2.99,<10元,1000+,101度饰品,2216245981684,https://detail.tmall.com/item.htm?id=825140853783,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/2216245981684/O1CN01y47Ccb1OJK3lcAwcO_!!2216245981684.jpg,浙江 金华,5990651,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,992446556913,米珠手链学生毕业便宜儿童礼物情侣闺蜜生日小女生多巴胺手串成品,2.99,2.99,8.99,<10元,1000+,微微光饰品店,2521854455,https://detail.tmall.com/item.htm?id=992446556913,https://g.search2.alicdn.com/img/bao/uploaded/i4/i3/2521854455/O1CN01plNJsX1imRa1wn8jX_!!2521854455.jpg,广东 东莞,200981,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,IP潮玩/玩具,998690901205,小鲨鱼手偶手套玩偶鲨臂毛绒玩具生日礼物情侣整蛊学生互动送孩子,25.2,25.2,50.4,10-29元,1000+,启慧豆旗舰店,2217704411707,https://detail.tmall.com/item.htm?id=998690901205,https://g.search3.alicdn.com/img/bao/uploaded/i4/i2/2217704411707/O1CN01u2ZxtA1OTrBxqtYW5_!!4611686018427384379-0-item_pic.jpg,浙江 金华,6686,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,979577847844,新中式蝴蝶串珠手链女甜美清新平安喜乐手串学生情侣闺蜜手饰礼物,3.0,3.0,3.0,<10元,1000+,夏荷饰品批发定制,2270551242,https://detail.tmall.com/item.htm?id=979577847844,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/2270551242/O1CN01f3mMrS1L2t0SBilVk_!!2270551242.jpg,浙江 金华,268354,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,897144819182,生日礼物Kitty项链女甜美可爱吊坠锁骨链送闺蜜学生情侣走心礼物,2.99,2.99,2.99,<10元,1000+,奕悦饰品,2515044812,https://detail.tmall.com/item.htm?id=897144819182,https://g.search1.alicdn.com/img/bao/uploaded/i4/i3/2515044812/O1CN01GtuNlu1lPwuPNP8AQ_!!2515044812.jpg,浙江 金华,279219,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,970900050767,Chione 四叶草幸运手链轻奢百搭手链学生闺蜜情侣生日礼物饰品,19.9,19.9,19.9,10-29元,1000+,Chione,2218518014388,https://detail.tmall.com/item.htm?id=970900050767,"https://g.search2.alicdn.com/img/bao/uploaded/i4/i2/2218518014388/O1CN01h06ORA1iHl1WNj4Lg~crop,0,504,3024,3024~_!!2218518014388.jpg",广东 潮州,6275,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,1030152212098,香熏可爱动物挂件毛绒公仔学生情侣钥匙扣玩偶书包挂饰送女生礼物,25.0,25.0,25.0,10-29元,1000+,米朵兔玩具旗舰店,2219470986309,https://detail.tmall.com/item.htm?id=1030152212098,https://g.search3.alicdn.com/img/bao/uploaded/i4/i4/2219470986309/O1CN01i072YN1wTZuYXzPEL_!!4611686018427386949-0-item_pic.jpg,山东 临沂,3300,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,844151721200,樱花季小众设计高级手链半镯学生党闺蜜手串情侣新中式高颜值礼物,2.8,2.8,5.6,<10元,1000+,铂调旗舰店,2212450983036,https://detail.tmall.com/item.htm?id=844151721200,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/2212450983036/O1CN01g98etq1YIXSJoAkHr_!!0-item_pic.jpg,浙江 金华,181296,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,987380477807,可爱围巾小黑猫学生礼物包挂件情侣公仔毛绒玩偶钥匙扣挂饰手机链,4.5,4.5,4.5,<10元,1000+,奈奈studio饰品,2219406214725,https://detail.tmall.com/item.htm?id=987380477807,https://g.search1.alicdn.com/img/bao/uploaded/i4/i1/2219406214725/O1CN01GhWpu11km6VaiFzFR_!!2219406214725.png,浙江 金华,29993600,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,IP潮玩/玩具,1004826710840,小鲨鱼手偶手套互动玩偶毛绒玩具圣诞节鲨臂生日礼物情侣整蛊学生,16.8,16.8,33.6,10-29元,1000+,启慧豆旗舰店,2217704411707,https://detail.tmall.com/item.htm?id=1004826710840,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/2217704411707/O1CN01mcytYd1OTrCGUTWYM_!!4611686018427384379-0-item_pic.jpg,浙江 金华,4585,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,IP潮玩/玩具,1000053069980,小鲨鱼手偶手套玩偶鲨臂毛绒玩具生日礼物情侣整蛊学生互动送孩子,9.9,9.9,29.7,<10元,1000+,天天特卖工厂,3937219703,https://detail.tmall.com/item.htm?id=1000053069980,https://g.search1.alicdn.com/img/bao/uploaded/i4/i2/3937219703/O1CN01jnNLHQ2LY2AZNtgue_!!3937219703-0-C2M.jpg,浙江 杭州,90000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,1044516248627,原创萌三只磁吸钥匙扣2026年新款情侣闺蜜小礼物儿童学生书包挂件,19.8,19.8,30.0,10-29元,1000+,冉扬旗舰店,2218542372671,https://detail.tmall.com/item.htm?id=1044516248627,https://g.search2.alicdn.com/img/bao/uploaded/i4/i4/2218542372671/O1CN01g8V4ja1VbN1f7p7JX_!!4611686018427385663-0-item_pic.jpg,浙江 金华,120000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,868082821125,【樱为有你】毛绒小樱桃正品钥匙扣挂件学生男女情侣包包礼物挂饰,2.5,2.5,5.0,<10元,1000+,铂调旗舰店,2212450983036,https://detail.tmall.com/item.htm?id=868082821125,https://g.search3.alicdn.com/img/bao/uploaded/i4/i1/2212450983036/O1CN01GkPyhK1YIXTkvlY3f_!!4611686018427387004-0-item_pic.jpg,浙江 金华,314857,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,定制纪念,927904124928,毕业印手印风琴本diy创意立体书学生情侣闺蜜同学录相册本礼物送,5.9,5.9,5.9,<10元,1000+,聪老师旗舰店,3001836928,https://detail.tmall.com/item.htm?id=927904124928,https://g.search.alicdn.com/img/bao/uploaded/i4/i1/3001836928/O1CN01Yq5o9021350G40EUg_!!4611686018427381120-0-item_pic.jpg,江西 上饶,146871,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,学生情侣礼物,饰品配件,982342843154,卡通毛绒可爱小蟑螂挂件学生情侣书包动物公仔闺蜜礼物钥匙扣配饰,5.23,5.23,9.87,<10元,1000+,嘉贝吻家居旗舰店,2218761908756,https://detail.tmall.com/item.htm?id=982342843154,https://g.search1.alicdn.com/img/bao/uploaded/i4/i3/2218761908756/O1CN01NkWuXJ2EYJ2teFn4l_!!4611686018427384340-0-item_pic.jpg,浙江 金华,69765,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
天猫,男朋友礼物 学生党,3C数码/配件,1014018160746,迷你ccd数码相机学生党生日礼物女生闺蜜实用的男生女朋友女孩子,93.0,93.0,138.0,60-99元,1000+,月下猫,2213287883342,https://detail.tmall.com/item.htm?id=1014018160746,https://g.search.alicdn.com/img/bao/uploaded/i4/i3/2213287883342/O1CN01Vc2TLs1aYgmFDuqXM_!!2213287883342.jpg,山东 枣庄,18000,礼物/礼盒/伴手礼/定制/纪念,JustOneAPI search-item-list/v1,ok,2026-06-12
